151;[150, 155[;[150, 160[;[150, 170[;[130, 170[;[90, 170[;[90, 201[
152;[150, 155[;[150, 160[;[150, 170[;[130, 170[;[90, 170[;[90, 201[
153;[150, 155[;[150, 160[;[150, 170[;[130, 170[;[90, 170[;[90, 201[
154;[150, 155[;[150, 160[;[150, 170[;[130, 170[;[90, 170[;[90, 201[
155;[155, 160[;[150, 160[;[150, 170[;[130, 170[;[90, 170[;[90, 201[
156;[155, 160[;[150, 160[;[150, 170[;[130, 170[;[90, 170[;[90, 201[
157;[155, 160[;[150, 160[;[150, 170[;[130, 170[;[90, 170[;[90, 201[
158;[155, 160[;[150, 160[;[150, 170[;[130, 170[;[90, 170[;[90, 201[
159;[155, 160[;[150, 160[;[150, 170[;[130, 170[;[90, 170[;[90, 201[
160;[160, 165[;[160, 170[;[150, 170[;[130, 170[;[90, 170[;[90, 201[
161;[160, 165[;[160, 170[;[150, 170[;[130, 170[;[90, 170[;[90, 201[
162;[160, 165[;[160, 170[;[150, 170[;[130, 170[;[90, 170[;[90, 201[
163;[160, 165[;[160, 170[;[150, 170[;[130, 170[;[90, 170[;[90, 201[
164;[160, 165[;[160, 170[;[150, 170[;[130, 170[;[90, 170[;[90, 201[
165;[165, 170[;[160, 170[;[150, 170[;[130, 170[;[90, 170[;[90, 201[
166;[165, 170[;[160, 170[;[150, 170[;[130, 170[;[90, 170[;[90, 201[
167;[165, 170[;[160, 170[;[150, 170[;[130, 170[;[90, 170[;[90, 201[
168;[165, 170[;[160, 170[;[150, 170[;[130, 170[;[90, 170[;[90, 201[
169;[165, 170[;[160, 170[;[150, 170[;[130, 170[;[90, 170[;[90, 201[
170;[170, 175[;[170, 180[;[170, 190[;[170, 201[;[170, 201[;[90, 201[
171;[170, 175[;[170, 180[;[170, 190[;[170, 201[;[170, 201[;[90, 201[
172;[170, 175[;[170, 180[;[170, 190[;[170, 201[;[170, 201[;[90, 201[
173;[170, 175[;[170, 180[;[170, 190[;[170, 201[;[170, 201[;[90, 201[
174;[170, 175[;[170, 180[;[170, 190[;[170, 201[;[170, 201[;[90, 201[
175;[175, 180[;[170, 180[;[170, 190[;[170, 201[;[170, 201[;[90, 201[
176;[175, 180[;[170, 180[;[170, 190[;[170, 201[;[170, 201[;[90, 201[
177;[175, 180[;[170, 180[;[170, 190[;[170, 201[;[170, 201[;[90, 201[
178;[175, 180[;[170, 180[;[170, 190[;[170, 201[;[170, 201[;[90, 201[
179;[175, 180[;[170, 180[;[170, 190[;[170, 201[;[170, 201[;[90, 201[
180;[180, 185[;[180, 190[;[170, 190[;[170, 201[;[170, 201[;[90, 201[
184;[180, 185[;[180, 190[;[170, 190[;[170, 201[;[170, 201[;[90, 201[
185;[185, 190[;[180, 190[;[170, 190[;[170, 201[;[170, 201[;[90, 201[
187;[185, 190[;[180, 190[;[170, 190[;[170, 201[;[170, 201[;[90, 201[
188;[185, 190[;[180, 190[;[170, 190[;[170, 201[;[170, 201[;[90, 201[
190;[190, 195[;[190, 200[;[190, 201[;[170, 201[;[170, 201[;[90, 201[
191;[190, 195[;[190, 200[;[190, 201[;[170, 201[;[170, 201[;[90, 201[
193;[190, 195[;[190, 200[;[190, 201[;[170, 201[;[170, 201[;[90, 201[
195;[195, 200[;[190, 200[;[190, 201[;[170, 201[;[170, 201[;[90, 201[
197;[195, 200[;[190, 200[;[190, 201[;[170, 201[;[170, 201[;[90, 201[
200;[200, 201[;[200, 201[;[190, 201[;[170, 201[;[170, 201[;[90, 201[
